task_id,length,deadline,vm_id,thread,start_time,finish_time,exec_time,cost
41,474,583,1,1,18.04190,18.53372,0.49182,0.01185
47,792,1131,1,0,18.04190,18.75372,0.71182,0.01980
44,841,1012,2,0,18.04190,18.86372,0.82182,0.01529
40,1075,1492,0,0,18.04190,18.97372,0.93182,0.03308
42,593,1407,2,0,18.97372,19.59099,0.61727,0.01078
49,994,1365,0,0,19.08372,19.84868,0.76497,0.03058
45,649,1062,2,0,19.70099,20.38463,0.68364,0.01180
46,533,1285,2,0,20.49463,21.08917,0.59455,0.00969
48,1335,2059,2,0,21.19917,22.41281,1.21364,0.02427
56,425,572,0,1,22.51281,22.83973,0.32692,0.01308
51,1639,2387,0,0,22.51281,23.88358,1.37077,0.05043
54,1393,1966,2,0,22.51281,23.88358,1.37077,0.02533
53,1867,2378,1,0,22.51281,24.10358,1.59077,0.04668
55,656,782,0,0,23.99358,24.49819,0.50462,0.02018
50,948,1828,2,0,23.99358,24.85729,0.86371,0.01724
52,1175,2095,2,0,24.96729,26.07736,1.11007,0.02136
58,1980,2143,0,0,24.60819,26.18736,1.57916,0.06092
57,673,1335,2,0,26.18736,26.91008,0.72273,0.01224
59,956,1442,2,0,27.02008,27.89008,0.87000,0.01738
62,109,323,2,1,27.99008,28.08917,0.09909,0.00198
65,157,282,2,1,28.19917,28.41917,0.22000,0.00285
64,746,867,0,0,27.99008,28.63917,0.64909,0.02295
66,216,1107,2,1,28.52917,28.74917,0.22000,0.00393
67,261,771,2,1,28.85917,29.09644,0.23727,0.00475
60,1226,1989,2,0,27.99008,29.20644,1.21636,0.02229
69,1710,2116,1,0,27.99008,29.42644,1.43636,0.04275
61,1146,1825,2,0,29.31644,30.46917,1.15273,0.02084
63,934,1700,2,0,30.57917,31.53826,0.95909,0.01698
68,527,1364,2,0,31.64826,32.12735,0.47909,0.00958
70,903,1096,0,0,32.22735,32.92197,0.69462,0.02778
72,1077,1358,2,0,32.22735,33.31644,1.08909,0.01958
71,1908,2785,1,0,32.22735,33.90280,1.67545,0.04770
74,853,1580,2,0,33.42644,34.31280,0.88636,0.01551
73,1927,2821,0,0,33.03197,34.53280,1.50084,0.05929
75,1433,2421,2,0,34.42280,35.75280,1.33000,0.02605
76,1641,2476,2,0,35.86280,37.35553,1.49273,0.02984
77,965,1846,2,0,37.46553,38.45371,0.98818,0.01755
78,782,1330,2,0,38.56371,39.27553,0.71182,0.01422
79,949,1508,2,0,39.38553,40.35917,0.97364,0.01725
83,471,853,2,1,40.45917,40.88735,0.42818,0.00856
85,630,795,1,0,40.45917,40.99735,0.53818,0.01575
81,963,1401,0,0,40.45917,41.21735,0.75818,0.02963
87,865,1055,1,0,41.10735,41.82985,0.72250,0.02163
86,1522,2270,2,0,40.45917,41.93985,1.48068,0.02767
88,1026,1260,0,0,41.32735,42.15985,0.83250,0.03157
80,1092,1821,2,0,42.04985,43.15258,1.10273,0.01985
82,760,1579,2,0,43.26258,43.95349,0.69091,0.01382
84,556,1379,2,0,44.06349,44.56894,0.50545,0.01011
89,1212,1912,2,0,44.67894,45.78917,1.11023,0.02204
92,440,906,2,1,45.88917,46.28917,0.40000,0.00800
93,410,1039,2,1,46.39917,46.79148,0.39231,0.00745
95,1146,1483,2,0,45.88917,47.01148,1.12231,0.02084
94,1465,1942,1,0,45.88917,47.12148,1.23231,0.03663
96,211,549,2,1,46.90148,47.12148,0.22000,0.00384
97,103,980,2,1,47.23148,47.34148,0.11000,0.00187
90,1964,2645,0,0,45.88917,47.45148,1.56231,0.06043
98,667,949,2,0,47.12148,47.83784,0.71636,0.01213
91,647,1484,2,0,47.94784,48.53644,0.58860,0.01176
99,678,1066,2,0,48.64644,49.37281,0.72636,0.01233
101,265,865,2,1,49.47281,49.71372,0.24091,0.00482
106,528,759,2,0,49.47281,50.06281,0.59000,0.00960
105,201,1034,2,1,49.82372,50.06281,0.23909,0.00365
103,949,1388,1,0,49.47281,50.28281,0.81000,0.02373
102,1853,2454,0,0,49.47281,50.99204,1.51923,0.05702
108,1974,2865,2,0,50.17281,51.96917,1.79636,0.03589
100,1676,2663,2,0,52.07917,53.60281,1.52364,0.03047
104,725,1587,2,0,53.71281,54.48281,0.77000,0.01318
107,1572,2525,2,0,54.59281,56.13190,1.53909,0.02858
109,711,1527,2,0,56.24190,56.88826,0.64636,0.01293
110,644,1329,2,0,56.98826,57.57371,0.58545,0.01171
116,1316,1763,0,0,56.98826,58.11057,1.12231,0.04049
111,886,1446,2,0,57.68371,58.60057,0.91685,0.01611
117,2000,2975,1,0,56.98826,58.71057,1.72231,0.05000
112,1263,2207,2,0,58.71057,59.92644,1.21587,0.02296
113,551,1322,2,0,60.03644,60.53735,0.50091,0.01002
114,1090,1637,2,0,60.64735,61.74826,1.10091,0.01982
115,653,1613,2,0,61.85826,62.45190,0.59364,0.01187
118,945,1483,2,0,62.56190,63.42190,0.86000,0.01718
119,793,1399,2,0,63.53190,64.25281,0.72091,0.01442
121,437,666,2,1,64.35281,64.75008,0.39727,0.00795
122,1052,1446,0,0,64.35281,65.27204,0.91923,0.03237
123,1923,2683,1,0,64.35281,66.04826,1.69545,0.04808
124,1763,2371,2,0,64.35281,66.04826,1.69545,0.03205
126,1452,1905,0,0,65.38204,66.60903,1.22699,0.04468
120,794,1484,2,0,66.15826,66.99267,0.83441,0.01444
129,1429,2130,0,0,66.71903,67.82113,1.10210,0.04397
125,1009,1932,2,0,67.10267,68.04113,0.93846,0.01835
127,1719,2599,2,0,68.15113,69.82463,1.67350,0.03125
128,1406,2388,2,0,69.93463,71.21463,1.28000,0.02556
132,129,475,2,1,71.31463,71.43190,0.11727,0.00235
133,426,845,2,1,71.54190,71.93008,0.38818,0.00775
130,982,1390,0,0,71.31463,72.15008,0.83545,0.03022
134,1360,1566,1,0,71.31463,72.51796,1.20333,0.03400
135,1362,1535,2,0,71.31463,72.62796,1.31333,0.02476
138,1538,1754,0,0,72.26008,73.53190,1.27182,0.04732
139,1385,1914,1,0,72.62796,73.86190,1.23394,0.03462
131,1579,2377,2,0,72.73796,74.29008,1.55212,0.02871
136,1144,2016,2,0,74.40008,75.51008,1.11000,0.02080
137,602,1137,2,0,75.62008,76.27827,0.65818,0.01095
144,285,1284,2,1,76.37827,76.63736,0.25909,0.00518
147,436,1390,2,1,76.74736,77.16365,0.41629,0.00793
146,966,1225,2,0,76.37827,77.27365,0.89538,0.01756
142,1628,2419,0,0,76.37827,77.74058,1.36231,0.05009
143,1777,2548,1,0,76.37827,77.96058,1.58231,0.04442
140,698,1319,2,0,77.38365,78.07058,0.68692,0.01269
141,689,1508,2,0,78.18058,78.80694,0.62636,0.01253
145,671,1117,2,0,78.91694,79.63694,0.72000,0.01220
148,1467,2432,2,0,79.74694,81.08191,1.33497,0.02667
149,880,1780,2,0,81.19191,82.10191,0.91000,0.01600
156,170,791,2,1,82.20191,82.46646,0.26455,0.00309
151,625,732,1,0,82.20191,82.82100,0.61909,0.01563
159,560,662,2,0,82.20191,82.82100,0.61909,0.01018
150,1693,2352,0,0,82.20191,83.61422,1.41231,0.05209
152,826,1546,2,0,82.93100,83.72422,0.79322,0.01502
153,1830,2787,2,0,83.83422,85.60918,1.77497,0.03327
154,1110,1901,2,0,85.71918,86.82918,1.11000,0.02018
155,510,1001,2,0,86.93918,87.40282,0.46364,0.00927
157,615,1413,2,0,87.51282,88.07282,0.56000,0.01118
158,558,900,2,0,88.18282,88.71918,0.53636,0.01015
163,965,1216,1,0,88.81918,89.62335,0.80417,0.02413
161,1865,2534,0,0,88.81918,90.27463,1.45545,0.05738
164,1494,1703,2,0,88.81918,90.27463,1.45545,0.02716
165,788,1172,1,0,89.73335,90.49463,0.76129,0.01970
160,989,1690,2,0,90.38463,91.28373,0.89909,0.01798
167,864,1036,1,0,90.60463,91.39373,0.78909,0.02160
162,569,940,2,0,91.39373,91.92501,0.53129,0.01035
169,1315,1461,1,0,91.50373,92.71251,1.20879,0.03288
166,932,1857,2,0,92.03501,92.93251,0.89750,0.01695
168,921,1430,2,0,93.04251,93.99009,0.94758,0.01675
175,152,944,2,1,94.09009,94.22827,0.13818,0.00276
179,469,601,1,1,94.09009,94.59092,0.50083,0.01173
172,903,1078,2,0,94.09009,95.02100,0.93091,0.01642
171,1522,1820,1,0,94.09009,95.46842,1.37833,0.03805
170,1815,2196,0,0,94.09009,95.57842,1.48833,0.05585
174,1105,1354,1,0,95.57842,96.57009,0.99167,0.02762
173,1880,2672,2,0,95.13100,96.95373,1.82273,0.03418
177,648,852,1,0,96.68009,97.28373,0.60364,0.01620
176,670,1287,2,0,97.06373,97.78554,0.72182,0.01218
178,773,1688,2,0,97.89554,98.70827,0.81273,0.01405
180,136,859,2,1,98.80827,98.93191,0.12364,0.00247
187,219,1206,2,1,99.04191,99.24100,0.19909,0.00398
183,603,780,2,0,98.80827,99.46100,0.65273,0.01096
181,1782,2143,0,0,98.80827,100.23744,1.42917,0.05483
182,1619,2159,1,0,98.80827,100.23744,1.42917,0.04048
184,1138,1635,2,0,99.57100,100.71653,1.14553,0.02069
189,1607,2205,0,0,100.34744,101.69596,1.34853,0.04945
185,926,1269,2,0,100.82653,101.69596,0.86943,0.01684
186,1634,2433,2,0,101.80596,103.30372,1.49776,0.02971
188,935,1424,2,0,103.41372,104.37463,0.96091,0.01700
197,415,610,0,1,104.47463,104.90386,0.42923,0.01277
192,619,784,0,0,104.47463,105.01386,0.53923,0.01905
198,483,1064,2,1,104.47463,105.01386,0.53923,0.00878
199,214,456,2,1,105.12386,105.36380,0.23994,0.00389
195,1408,1933,2,0,104.47463,105.77099,1.29636,0.02560
196,849,1076,0,0,105.12386,105.88099,0.75713,0.02612
194,1831,2064,1,0,104.47463,106.10099,1.62636,0.04577
190,830,1772,2,0,105.88099,106.63554,0.75455,0.01509
191,1116,1759,2,0,106.74554,107.85645,1.11091,0.02029
193,502,1497,2,0,107.96645,108.53281,0.56636,0.00913
203,266,1229,2,1,108.63281,108.87463,0.24182,0.00484
202,1225,1729,0,0,108.63281,109.66190,1.02909,0.03769
204,1587,2101,1,0,108.63281,110.06531,1.43250,0.03968
206,1925,2054,2,0,108.63281,110.39531,1.76250,0.03500
209,779,949,1,0,110.17531,110.82448,0.64917,0.01948
207,1598,2088,0,0,109.77190,111.04448,1.27258,0.04917
200,630,1393,2,0,110.50531,111.15448,0.64917,0.01145
201,818,1252,2,0,111.26448,112.12022,0.85575,0.01487
208,1843,2418,0,0,111.15448,112.57715,1.42267,0.05671
205,1577,2455,2,0,112.23022,113.77463,1.54441,0.02867
218,276,994,2,1,113.87463,114.12554,0.25091,0.00502
211,692,1032,1,0,113.87463,114.56130,0.68667,0.01730
214,889,1105,2,0,113.87463,114.78130,0.90667,0.01616
210,1823,2493,0,0,113.87463,115.38694,1.51231,0.05609
212,580,1431,2,0,114.89130,115.49694,0.60564,0.01055
213,521,1192,2,0,115.60694,116.08057,0.47364,0.00947
216,1852,2245,1,0,114.67130,116.30057,1.62928,0.04630
215,810,1743,2,0,116.19057,117.03876,0.84818,0.01473
217,1320,2101,2,0,117.14876,118.34918,1.20042,0.02400
219,529,1282,2,0,118.45918,119.05008,0.59091,0.00962
220,181,995,2,1,119.15008,119.42463,0.27455,0.00329
223,191,810,2,1,119.53463,119.70826,0.17364,0.00347
229,897,1216,2,0,119.15008,120.07553,0.92545,0.01631
226,237,404,2,1,119.81826,120.07553,0.25727,0.00431
222,1546,2035,0,0,119.15008,120.40553,1.25545,0.04757
227,1905,2579,1,0,119.15008,120.84758,1.69750,0.04762
221,813,1798,2,0,120.18553,120.95758,0.77205,0.01478
224,1086,1702,2,0,121.06758,122.14735,1.07977,0.01975
225,709,1435,2,0,122.25735,123.01190,0.75455,0.01289
228,824,1272,2,0,123.12190,123.90917,0.78727,0.01498
238,901,1109,2,0,124.00917,124.82826,0.81909,0.01638
237,1246,1855,1,0,124.00917,125.15750,1.14833,0.03115
233,1785,2025,0,0,124.00917,125.49225,1.48308,0.05492
239,645,922,2,0,124.93826,125.60225,0.66399,0.01173
230,655,1437,2,0,125.71225,126.30770,0.59545,0.01191
231,894,1477,2,0,126.41770,127.34099,0.92329,0.01625
232,616,1181,2,0,127.45099,128.12190,0.67091,0.01120
234,1407,2172,2,0,128.23190,129.51099,1.27909,0.02558
235,578,1308,2,0,129.62099,130.25644,0.63545,0.01051
236,1051,1956,2,0,130.36644,131.43281,1.06636,0.01911
247,234,1098,2,1,131.53281,131.74554,0.21273,0.00425
249,226,1088,2,1,131.85554,132.06099,0.20545,0.00411
244,1536,1716,1,0,131.53281,132.85736,1.32455,0.03840
241,1336,2308,2,0,131.53281,132.85736,1.32455,0.02429
240,1968,2697,0,0,131.53281,133.07736,1.54455,0.06055
242,869,1605,2,0,132.96736,133.75736,0.79000,0.01580
243,1256,2050,2,0,133.86736,135.12008,1.25273,0.02284
245,887,1648,2,0,135.23008,136.14736,0.91727,0.01613
246,998,1810,2,0,136.25736,137.27463,1.01727,0.01815
248,1341,2238,2,0,137.38463,138.71463,1.33000,0.02438
253,212,771,2,1,138.81463,139.00736,0.19273,0.00385
250,1462,1795,0,0,138.81463,140.00645,1.19182,0.04498
251,1446,1565,1,0,138.81463,140.11645,1.30182,0.03615
254,1973,2314,2,0,138.81463,140.71827,1.90364,0.03587
255,952,1187,0,0,140.11645,140.93827,0.82182,0.02929
252,652,1344,2,0,140.82827,141.42372,0.59545,0.01185
256,763,1679,2,0,141.53372,142.22736,0.69364,0.01387
257,930,1505,2,0,142.33736,143.18281,0.84545,0.01691
258,587,972,2,0,143.29281,143.82645,0.53364,0.01067
259,938,1505,2,0,143.93645,144.90008,0.96364,0.01705
266,236,1054,2,1,145.00008,145.21463,0.21455,0.00429
268,149,616,2,1,145.32463,145.46008,0.13545,0.00271
265,721,1065,0,0,145.00008,145.57008,0.57000,0.02218
269,1658,1789,1,0,145.00008,146.49175,1.49167,0.04145
260,1545,2365,2,0,145.00008,146.49175,1.49167,0.02809
261,929,1491,2,0,146.60175,147.55644,0.95470,0.01689
262,815,1476,2,0,147.66644,148.51735,0.85091,0.01482
263,1151,2058,2,0,148.62735,149.73735,1.11000,0.02093
264,973,1968,2,0,149.84735,150.73190,0.88455,0.01769
267,788,1581,2,0,150.84190,151.55826,0.71636,0.01433
270,158,956,2,1,151.65826,151.80190,0.14364,0.00287
272,751,1059,0,0,151.65826,152.34595,0.68769,0.02311
271,429,1174,2,1,151.91190,152.34595,0.43406,0.00780
273,964,1078,1,0,151.65826,152.56595,0.90769,0.02410
274,466,976,2,1,152.45595,152.89595,0.44000,0.00847
276,1716,2118,2,0,151.65826,153.32826,1.67000,0.03120
279,1040,1393,1,0,152.67595,153.54826,0.87231,0.02600
277,1543,2064,0,0,152.45595,153.65826,1.20231,0.04748
275,993,1714,2,0,153.43826,154.34281,0.90455,0.01805
278,554,890,2,0,154.45281,154.95644,0.50364,0.01007
284,472,1296,2,1,155.05644,155.48553,0.42909,0.00858
281,835,1159,0,0,155.05644,155.80875,0.75231,0.02569
289,135,1013,2,1,155.59553,155.80875,0.21322,0.00245
288,748,1036,0,0,155.91875,156.49413,0.57538,0.02302
285,1882,2302,1,0,155.05644,156.71413,1.65769,0.04705
286,1718,1935,2,0,155.05644,156.71413,1.65769,0.03124
280,552,924,2,0,156.82413,157.32595,0.50182,0.01004
282,870,1694,2,0,157.43595,158.22735,0.79140,0.01582
283,884,1796,2,0,158.33735,159.25099,0.91364,0.01607
287,901,1887,2,0,159.36099,160.29099,0.93000,0.01638
294,852,1236,0,0,160.39099,161.04637,0.65538,0.02622
298,1747,1944,1,0,160.39099,161.95682,1.56583,0.04368
290,1660,2594,2,0,160.39099,161.95682,1.56583,0.03018
291,1579,2564,2,0,162.06682,163.50372,1.43689,0.02871
292,723,1592,2,0,163.61372,164.27190,0.65818,0.01315
293,1099,1841,2,0,164.38190,165.40008,1.01818,0.01998
295,814,1655,2,0,165.51008,166.36099,0.85091,0.01480
296,563,1469,2,0,166.47099,167.09372,0.62273,0.01024
297,920,1784,2,0,167.20372,168.15008,0.94636,0.01673
299,956,1776,2,0,168.26008,169.12917,0.86909,0.01738
301,1015,1481,0,0,169.22917,170.00994,0.78077,0.03123
304,1143,1289,2,0,169.22917,170.37826,1.14909,0.02078
302,1524,1740,1,0,169.22917,170.59826,1.36909,0.03810
305,952,1105,0,0,170.11994,170.96288,0.84294,0.02929
300,716,1498,2,0,170.48826,171.18288,0.69462,0.01302
306,545,718,0,0,171.07288,171.51288,0.44000,0.01677
303,676,1406,2,0,171.29288,172.02015,0.72727,0.01229
307,730,1448,2,0,172.13015,172.90281,0.77266,0.01327
308,1080,1804,2,0,173.01281,173.99553,0.98273,0.01964
309,1697,2655,2,0,174.10553,175.64917,1.54364,0.03085
313,274,488,2,1,175.74917,175.99826,0.24909,0.00498
310,668,933,0,0,175.74917,176.37302,0.62385,0.02055
311,965,1141,1,0,175.74917,176.59302,0.84385,0.02413
314,482,1194,2,1,176.10826,176.59302,0.48476,0.00876
315,1092,1494,2,0,175.74917,176.81302,1.06385,0.01985
316,433,770,2,1,176.70302,177.20665,0.50364,0.00787
317,113,787,2,1,177.31665,177.42665,0.11000,0.00205
319,1599,2260,0,0,176.48302,177.80847,1.32545,0.04920
312,852,1516,2,0,176.92302,177.80847,0.88545,0.01549
318,621,1477,2,0,177.91847,178.48372,0.56524,0.01129
324,941,1049,2,0,178.58372,179.43917,0.85545,0.01711
320,1758,2506,0,0,178.58372,179.98141,1.39769,0.05409
321,1756,1898,1,0,178.58372,180.09141,1.50769,0.04390
325,1989,2320,2,0,179.54917,181.46827,1.91909,0.03616
326,1805,2457,0,0,180.09141,181.57827,1.48685,0.05554
322,951,1546,2,0,181.57827,182.44372,0.86545,0.01729
328,1367,1529,0,0,181.68827,182.78064,1.09238,0.04206
323,562,980,2,0,182.55372,183.06519,0.51147,0.01022
327,1082,2054,2,0,183.17519,184.26917,1.09399,0.01967
329,736,1121,2,0,184.37917,185.15827,0.77909,0.01338
334,474,1040,2,1,185.25827,185.68918,0.43091,0.00862
333,689,891,2,0,185.25827,185.90918,0.65091,0.01253
335,429,1035,2,1,185.79918,186.19100,0.39182,0.00780
330,1323,1577,0,0,185.25827,186.30100,1.04273,0.04071
338,242,1170,2,1,186.30100,186.52100,0.22000,0.00440
332,1554,1690,1,0,185.25827,186.63100,1.37273,0.03885
337,1847,2411,0,0,186.41100,187.85191,1.44091,0.05683
336,1934,2631,2,0,186.01918,187.85191,1.83273,0.03516
331,895,1471,2,0,187.96191,188.77645,0.81455,0.01627
339,933,1529,2,0,188.88645,189.84463,0.95818,0.01696
342,409,623,2,1,189.94463,190.31645,0.37182,0.00744
341,701,1027,1,0,189.94463,190.63281,0.68818,0.01753
345,757,927,2,0,189.94463,190.74281,0.79818,0.01376
346,358,1074,2,1,190.42645,190.85281,0.42636,0.00651
340,1341,1690,0,0,189.94463,191.07281,1.12818,0.04126
347,1178,1549,1,0,190.74281,191.72463,0.98182,0.02945
349,1865,2539,2,0,190.85281,192.54918,1.69636,0.03391
343,770,1507,2,0,192.65918,193.35918,0.70000,0.01400
344,1050,1840,2,0,193.46918,194.42372,0.95455,0.01909
348,977,1755,2,0,194.53372,195.42190,0.88818,0.01776
350,428,646,2,1,195.52190,195.91099,0.38909,0.00778
351,702,1369,2,0,195.52190,196.27008,0.74818,0.01276
357,1638,2447,0,0,195.52190,196.89190,1.37000,0.05040
352,623,1199,2,0,196.38008,197.00190,0.62182,0.01133
353,1302,2166,2,0,197.11190,198.40645,1.29455,0.02367
354,846,1596,2,0,198.51645,199.30099,0.78455,0.01538
355,509,1406,2,0,199.41099,199.98372,0.57273,0.00925
356,1111,1673,2,0,200.09372,201.20463,1.11091,0.02020
358,784,1290,2,0,201.31463,202.02735,0.71273,0.01425
359,675,1365,2,0,202.13735,202.86099,0.72364,0.01227
360,454,709,2,1,202.96099,203.37372,0.41273,0.00825
363,339,980,2,1,203.48372,203.81372,0.33000,0.00616
366,1262,1564,2,0,202.96099,204.15917,1.19818,0.02295
361,1674,2179,0,0,202.96099,204.26917,1.30818,0.05151
362,1658,2408,1,0,202.96099,204.37917,1.41818,0.04145
365,483,743,2,1,203.92372,204.37917,0.45545,0.00878
364,1070,2019,2,0,204.26917,205.24281,0.97364,0.01945
367,821,1742,2,0,205.35281,206.10008,0.74727,0.01493
368,738,1476,2,0,206.21008,206.99099,0.78091,0.01342
369,993,1768,2,0,207.10099,208.00463,0.90364,0.01805
372,295,1005,2,1,208.10463,208.37281,0.26818,0.00536
370,1585,2052,0,0,208.10463,209.43386,1.32923,0.04877
371,1935,2314,1,0,208.10463,209.76386,1.65923,0.04838
375,1961,2347,2,0,208.10463,209.98386,1.87923,0.03565
376,823,978,0,0,209.54386,210.20386,0.66000,0.02532
373,1044,1888,2,0,210.09386,211.04554,0.95168,0.01898
377,1997,2882,0,0,210.31386,211.87827,1.56441,0.06145
374,674,1104,2,0,211.15554,211.87827,0.72273,0.01225
378,846,947,0,0,211.98827,212.63904,0.65077,0.02603
379,1331,1447,0,0,212.74904,213.85925,1.11021,0.04095
384,483,1012,2,1,213.95925,214.39834,0.43909,0.00878
388,124,1105,2,1,214.50834,214.73107,0.22273,0.00225
382,1194,1419,1,0,213.95925,215.06425,1.10500,0.02985
380,1543,1944,0,0,213.95925,215.17425,1.21500,0.04748
389,399,937,2,1,214.84107,215.28425,0.44318,0.00725
383,1585,2352,2,0,213.95925,215.50425,1.54500,0.02882
386,943,1395,0,0,215.28425,216.11967,0.83542,0.02902
385,1661,1801,1,0,215.17425,216.65967,1.48542,0.04153
381,1026,1749,2,0,215.61425,216.65967,1.04542,0.01865
387,1320,1857,0,0,216.22967,217.24736,1.01769,0.04062
393,451,1218,2,1,217.34736,217.75736,0.41000,0.00820
395,861,1210,1,0,217.34736,218.08736,0.74000,0.02153
390,943,1615,2,0,217.34736,218.30736,0.96000,0.01715
396,452,810,2,1,217.86736,218.30736,0.44000,0.00822
394,1575,2012,0,0,217.34736,218.66890,1.32154,0.04846
391,846,1443,2,0,218.41736,219.18708,0.76972,0.01538
392,665,1534,2,0,219.29708,219.96191,0.66483,0.01209
397,1194,1929,2,0,220.07191,221.18191,1.11000,0.02171
398,537,907,2,0,221.29191,221.84554,0.55364,0.00976
399,639,1009,2,0,221.95554,222.53645,0.58091,0.01162
403,372,1256,2,1,222.63645,222.97463,0.33818,0.00676
408,235,1161,2,1,223.08463,223.29827,0.21364,0.00427
404,976,1387,2,0,222.63645,223.63372,0.99727,0.01775
409,461,730,2,1,223.40827,223.85030,0.44203,0.00838
400,1578,1888,0,0,222.63645,223.96030,1.32385,0.04855
402,1480,2032,1,0,222.63645,223.96030,1.32385,0.03700
405,1569,1730,2,0,223.74372,225.18100,1.43727,0.02853
401,729,1305,2,0,225.29100,226.06372,0.77273,0.01325
406,1660,2644,2,0,226.17372,227.79281,1.61909,0.03018
407,1690,2669,2,0,227.90281,229.55009,1.64727,0.03073
417,334,580,2,1,229.65009,229.95373,0.30364,0.00607
418,379,568,1,1,229.65009,230.06373,0.41364,0.00948
412,671,906,2,0,229.65009,230.28373,0.63364,0.01220
410,1374,1566,0,0,229.65009,230.81701,1.16692,0.04228
411,1273,1402,1,0,229.65009,230.81701,1.16692,0.03183
413,1476,1870,2,0,230.39373,231.73645,1.34273,0.02684
416,1434,2031,0,0,230.92701,232.12464,1.19762,0.04412
414,511,865,2,0,231.84645,232.34464,0.49818,0.00929
415,1539,2322,2,0,232.45464,233.85464,1.40000,0.02798
419,830,1610,2,0,233.96464,234.83009,0.86545,0.01509
425,439,650,2,1,234.93009,235.32918,0.39909,0.00798
428,122,969,2,1,235.43918,235.55009,0.11091,0.00222
420,1178,1390,0,0,234.93009,235.94624,1.01615,0.03625
422,1613,1769,1,0,234.93009,236.35918,1.42909,0.04033
426,1697,2375,2,0,234.93009,236.57918,1.64909,0.03085
421,871,1329,2,0,236.68918,237.48100,0.79182,0.01584
423,738,1393,2,0,237.59100,238.26191,0.67091,0.01342
424,580,1503,2,0,238.37191,238.89918,0.52727,0.01055
427,1509,2373,2,0,239.00918,240.49191,1.48273,0.02744
429,707,1275,2,0,240.60191,241.35464,0.75273,0.01285
436,421,1304,2,1,241.45464,241.83737,0.38273,0.00765
435,896,1120,2,0,241.45464,242.37919,0.92455,0.01629
437,379,908,2,1,241.94737,242.37919,0.43182,0.00689
432,1549,1775,0,0,241.45464,242.70919,1.25455,0.04766
434,1472,2034,1,0,241.45464,242.70919,1.25455,0.03680
430,1128,2033,2,0,242.48919,243.62555,1.13636,0.02051
431,523,876,2,0,243.73555,244.32191,0.58636,0.00951
433,654,1027,2,0,244.43191,245.05919,0.62727,0.01189
438,844,1297,2,0,245.16919,245.93646,0.76727,0.01535
439,585,1284,2,0,246.04646,246.57828,0.53182,0.01064
440,414,1239,2,1,246.67828,247.05464,0.37636,0.00753
446,348,1283,2,1,247.16464,247.59101,0.42636,0.00633
441,1360,1979,0,0,246.67828,247.81101,1.13273,0.04185
442,1838,2574,1,0,246.67828,248.31995,1.64167,0.04595
443,1922,2632,2,0,246.67828,248.53555,1.85727,0.03495
447,1075,1257,0,0,247.92101,248.75555,0.83455,0.03308
